concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
42617523	443795	Maps to	20181128	20991231	
42617540	443795	Maps to	20181128	20991231	
42617540	4182166	Maps to	20181128	20991231	
42617762	443795	Maps to	20181128	20991231	
42618001	46270388	Maps to	20181128	20991231	
42618542	4117701	Maps to	20181128	20991231	
42618581	4117701	Maps to	20181128	20991231	
42618960	137648	Maps to	20181128	20991231	
42618960	4284844	Maps to	20161201	20991231	
42619297	4345581	Maps to	20161201	20991231	
42619390	77365	Maps to	20161201	20991231	
45534360	4071863	Maps to	19700101	20991231	
45539064	259865	Maps to	19700101	20991231	
45541932	432510	Maps to	20181128	20991231	
45542530	435459	Maps to	20140701	20991231	
45544151	4329041	Maps to	20141014	20991231	
45547427	436037	Maps to	19700101	20991231	
45547665	432595	Maps to	19700101	20991231	
45547702	4333678	Maps to	20141014	20991231	
45550377	4318111	Maps to	20140701	20991231	
45551273	316577	Maps to	20140701	20991231	
45552494	4208120	Maps to	19700101	20991231	
45552850	313504	Maps to	19700101	20991231	
45556234	136580	Maps to	20181128	20991231	
45556777	434547	Maps to	19700101	20991231	
45556777	4123283	Maps to	20181128	20991231	
45556893	4266323	Maps to	20181128	20991231	
45556971	4247336	Maps to	20181128	20991231	
45557251	4296728	Maps to	20141010	20991231	
45558296	436180	Maps to	20140701	20991231	
45558463	380834	Maps to	20140701	20991231	
45561645	4166675	Maps to	20140701	20991231	
45562450	437904	Maps to	20140701	20991231	
45566677	201244	Maps to	19700101	20991231	
45566714	40483560	Maps to	20161201	20991231	
45567184	432923	Maps to	20140701	20991231	
45567369	4041510	Maps to	20141010	20991231	
45571268	440912	Maps to	20141014	20991231	
45571599	440973	Maps to	20140701	20991231	
45571695	432595	Maps to	19700101	20991231	
45572152	435835	Maps to	19700101	20991231	
45572701	194406	Maps to	19700101	20991231	
45575181	4296204	Maps to	20141010	20991231	
45581488	4179936	Maps to	20161201	20991231	
45582180	37117206	Maps to	20181128	20991231	
45586309	376686	Maps to	20141014	20991231	
45590283	4053428	Maps to	20181128	20991231	
45591490	43530623	Maps to	20181128	20991231	
45596295	134398	Maps to	19700101	20991231	
45596309	31610	Maps to	20141010	20991231	
45596590	75344	Maps to	19700101	20991231	
45597160	4148897	Maps to	20141010	20991231	
45597678	4050747	Maps to	20161201	20991231	
45600496	4162994	Maps to	20140701	20991231	
45601973	36713435	Maps to	20181128	20991231	
45602056	441712	Maps to	20140701	20991231	
45605636	377280	Maps to	19700101	20991231	
45606454	4145016	Maps to	20161201	20991231	
45606813	4169106	Maps to	20141010	20991231	
45755330	4002494	Maps to	20141010	20991231	
45755705	195108	Maps to	20141010	20991231	
45755708	198892	Maps to	20141010	20991231	
45755899	4208503	Maps to	20141010	20991231	
42617637	608177	Maps to	20220809	20991231	
45581048	42535212	Maps to	20220809	20991231	
710708	705076	Maps to	20211215	20991231	
42616488	4035610	Maps to	20181128	20991231	
42616493	136779	Maps to	20181128	20991231	
42616493	4345228	Maps to	20161201	20991231	
42616586	4035611	Maps to	20161201	20991231	
42616938	72994	Maps to	20161201	20991231	
42617032	44783158	Maps to	20181128	20991231	
42617038	136779	Maps to	20181128	20991231	
42617147	43531054	Maps to	20181128	20991231	
42617149	4305027	Maps to	20181128	20991231	
42617236	4172835	Maps to	20181128	20991231	
42617433	433565	Maps to	20161201	20991231	
42617651	198520	Maps to	20181128	20991231	
42618055	4345577	Maps to	20161201	20991231	
42618104	136779	Maps to	20181128	20991231	
42618205	4188441	Maps to	20161201	20991231	
42618217	439907	Maps to	20181128	20991231	
42618223	439907	Maps to	20181128	20991231	
42618273	4047351	Maps to	20161201	20991231	
42618350	133566	Maps to	20161201	20991231	
42619003	134735	Maps to	20161201	20991231	
42619178	75909	Maps to	20161201	20991231	
42619049	37164275	Maps to	20240201	20991231	
45572880	4305304	Maps to	20240729	20991231	
45570368	4173837	Maps to	20230927	20991231	
1529240	4134182	Maps to	20240226	20991231	
45568027	4075295	Maps to	20240226	20991231	
45570787	37397718	Maps to	20240226	20991231	
45756125	4313871	Maps to	20240226	20991231	
44777578	44777578	Maps to	19700101	20991231	
4316506	4316506	Maps to	19700101	20991231	
4340962	4340962	Maps to	19700101	20991231	
4342875	4342875	Maps to	19700101	20991231	
45586071	4079686	Maps to	20230927	20991231	
45604217	443354	Maps to	20230927	20991231	
45581043	1340204	Maps to	20240226	20991231	
42616384	4167984	Maps to	20161201	20991231	
42616951	72401	Maps to	20161201	20991231	
42616988	74124	Maps to	20161201	20991231	
42617607	80497	Maps to	20191031	20991231	
42617624	138841	Maps to	20181128	20991231	
42617918	4001124	Maps to	20161201	20991231	
42617981	73854	Maps to	20161201	20991231	
42618015	77630	Maps to	20181128	20991231	
42618420	73008	Maps to	20161201	20991231	
42618659	4004623	Maps to	20161201	20991231	
45595432	3661841	Maps to	20210204	20991231	
45755311	4248801	Maps to	20141010	20991231	
45755599	321074	Maps to	20141010	20991231	
45756057	435134	Maps to	20161201	20991231	
45756498	435134	Maps to	20161201	20991231	
45756574	433930	Maps to	20181128	20991231	
42618526	1245005	Maps to	20240201	20991231	
42618530	1245005	Maps to	20240201	20991231	
45533500	4236905	Maps to	20220809	20991231	
45604367	438028	Maps to	20220809	20991231	
45592355	377085	Maps to	20210204	20991231	
45756580	441207	Maps to	20210204	20991231	
45558187	45768717	Maps to	20230927	20991231	
37164458	37164458	Maps to	20230927	20991231	
45568156	4178367	Maps to	20240226	20991231	
45590668	4201705	Maps to	20240226	20991231	
710689	432536	Maps to	20200524	20991231	
4189522	4189522	Maps to	19700101	20991231	
4191001	4191001	Maps to	19700101	20991231	
4192127	4192127	Maps to	19700101	20991231	
4194065	4194065	Maps to	19700101	20991231	
4211951	4211951	Maps to	19700101	20991231	
4218083	4218083	Maps to	19700101	20991231	
4219872	4219872	Maps to	19700101	20991231	
42616376	136779	Maps to	20181128	20991231	
42616376	4141757	Maps to	20161201	20991231	
42616561	136779	Maps to	20181128	20991231	
42616565	4117687	Maps to	20161201	20991231	
42616590	4083556	Maps to	20161201	20991231	
42616806	4115377	Maps to	20161201	20991231	
42616932	72994	Maps to	20161201	20991231	
42617431	433565	Maps to	20161201	20991231	
42617607	4040720	Maps to	20191031	20991231	
42617671	4048684	Maps to	20161201	20991231	
42617842	4345332	Maps to	20161201	20991231	
42618219	439907	Maps to	20181128	20991231	
42619144	74731	Maps to	20161201	20991231	
42619171	75909	Maps to	20161201	20991231	
42619293	438531	Maps to	20161201	20991231	
42616307	4009329	Maps to	20161201	20991231	
42616608	46273620	Maps to	20181128	20991231	
42617135	136779	Maps to	20181128	20991231	
42617224	4343913	Maps to	20161201	20991231	
42617654	4216397	Maps to	20181128	20991231	
42618594	45767040	Maps to	20161201	20991231	
42618954	135350	Maps to	20161201	20991231	
42619110	42539474	Maps to	20181128	20991231	
42619180	75909	Maps to	20161201	20991231	
42619208	75909	Maps to	20161201	20991231	
42619255	4003466	Maps to	20161201	20991231	
42619350	4069318	Maps to	20161201	20991231	
4003179	4003179	Maps to	19700101	20991231	
4003404	4003404	Maps to	19700101	20991231	
4009326	4009326	Maps to	19700101	20991231	
4025831	4025831	Maps to	19700101	20991231	
4034695	4034695	Maps to	19700101	20991231	
42616325	4180873	Maps to	20181128	20991231	
42616384	4180873	Maps to	20181128	20991231	
42616561	80809	Maps to	20191031	20991231	
42616590	4115161	Maps to	20161201	20991231	
42617060	72986	Maps to	20181128	20991231	
42617060	80494	Maps to	20181128	20991231	
42617142	442628	Maps to	20161201	20991231	
42617449	4001643	Maps to	20161201	20991231	
42617607	4153359	Maps to	20191031	20991231	
42617624	4153359	Maps to	20191031	20991231	
42617981	72986	Maps to	20181128	20991231	
42618015	4196401	Maps to	20161201	20991231	
42618088	72986	Maps to	20181128	20991231	
42618088	78236	Maps to	20161201	20991231	
42618126	4046505	Maps to	20181128	20991231	
42618195	37018928	Maps to	20181128	20991231	
42618659	76191	Maps to	20181128	20991231	
42618911	76191	Maps to	20181128	20991231	
42618911	80509	Maps to	20161201	20991231	
42619144	76191	Maps to	20181128	20991231	
4138374	4138374	Maps to	19700101	20991231	
4153345	4153345	Maps to	19700101	20991231	
45532914	192847	Maps to	20181128	20991231	
45532990	24909	Maps to	19700101	20991231	
45533546	255848	Maps to	20161201	20991231	
45538132	4105020	Maps to	19700101	20991231	
45538382	316428	Maps to	20141010	20991231	
45539177	438815	Maps to	20140701	20991231	
45542651	4003182	Maps to	20141010	20991231	
45542709	30683	Maps to	19700101	20991231	
45546102	443287	Maps to	20140701	20991231	
45546625	4094499	Maps to	20161201	20991231	
45552395	441266	Maps to	20140701	20991231	
45552658	432620	Maps to	19700101	20991231	
45552925	196149	Maps to	19700101	20991231	
45556933	440032	Maps to	19700101	20991231	
45566432	4264102	Maps to	20161201	20991231	
45566570	436042	Maps to	20181128	20991231	
45571458	4092686	Maps to	20181128	20991231	
45572536	444115	Maps to	20141010	20991231	
45573314	37116489	Maps to	20181128	20991231	
45581275	139766	Maps to	19700101	20991231	
45582172	4260918	Maps to	20161201	20991231	
45586739	192353	Maps to	19700101	20991231	
45586771	4220860	Maps to	20141010	20991231	
45590229	437738	Maps to	20161201	20991231	
45590229	444074	Maps to	20181128	20991231	
45595016	433099	Maps to	20181128	20991231	
45595925	433758	Maps to	20140701	20991231	
45595959	375260	Maps to	20141010	20991231	
45597105	133013	Maps to	19700101	20991231	
45597395	24818	Maps to	20140701	20991231	
45602294	315113	Maps to	20141014	20991231	
45606065	4247084	Maps to	20161201	20991231	
45606945	4057350	Maps to	20140701	20991231	
45755369	436670	Maps to	20161201	20991231	
45755441	138455	Maps to	20141010	20991231	
45755918	4264281	Maps to	20181128	20991231	
45756651	444074	Maps to	20181128	20991231	
45756652	444074	Maps to	20181128	20991231	
45756701	444074	Maps to	20181128	20991231	
710659	4238648	Maps to	20240201	20991231	
45571527	40649300	Maps to	20240729	20991231	
45566857	4100101	Maps to	20240729	20991231	
42619293	4219481	Maps to	20240729	20991231	
45543934	4061347	Maps to	20240729	20991231	
45756210	4054362	Maps to	20240729	20991231	
45576119	46286594	Maps to	20240729	20991231	
40480009	40480009	Maps to	20090731	20991231	
40484532	40484532	Maps to	20090731	20991231	
42536584	42536584	Maps to	20180131	20991231	
606937	606937	Maps to	20220128	20991231	
8810	8810	Maps to	19700101	20991231	
8910	8910	Maps to	19700101	20991231	
29735	29735	Maps to	19700101	20991231	
75635	75635	Maps to	19700101	20991231	
78854	78854	Maps to	19700101	20991231	
201905	201905	Maps to	19700101	20991231	
253235	253235	Maps to	19700101	20991231	
257094	257094	Maps to	19700101	20991231	
316795	316795	Maps to	20090131	20991231	
320835	320835	Maps to	19700101	20991231	
376966	376966	Maps to	19700101	20991231	
381870	381870	Maps to	19700101	20991231	
433987	433987	Maps to	19700101	20991231	
438344	438344	Maps to	19700101	20991231	
440634	440634	Maps to	19700101	20991231	
443262	443262	Maps to	19700101	20991231	
443564	443564	Maps to	20080131	20991231	
4001478	4001478	Maps to	19700101	20991231	
4003644	4003644	Maps to	19700101	20991231	
4243728	4243728	Maps to	19700101	20991231	
4246034	4246034	Maps to	19700101	20991231	
4265930	4265930	Maps to	19700101	20991231	
4298022	4298022	Maps to	19700101	20991231	
4328239	4328239	Maps to	19700101	20991231	
42618542	1245006	Maps to	20240201	20991231	
42617049	79904	Maps to	20161201	20991231	
42619049	444211	Maps to	20240729	20991231	
42619049	43531053	Maps to	20240729	20991231	
45605213	4163133	Maps to	20230927	20991231	
45576320	37166992	Maps to	20240226	20991231	
45557637	201603	Maps to	20240226	20991231	
4335889	4335889	Maps to	19700101	20991231	
42616328	4177365	Maps to	20181128	20991231	
42616456	4083555	Maps to	20161201	20991231	
42616792	4079734	Maps to	20161201	20991231	
42617303	138841	Maps to	20181128	20991231	
42617332	138841	Maps to	20181128	20991231	
42617332	4069646	Maps to	20161201	20991231	
42617390	138841	Maps to	20181128	20991231	
42617453	80497	Maps to	20181128	20991231	
42617519	80497	Maps to	20191031	20991231	
42617604	138841	Maps to	20181128	20991231	
42617680	4152592	Maps to	20161201	20991231	
42617704	80497	Maps to	20181128	20991231	
42617976	73854	Maps to	20161201	20991231	
42618083	77630	Maps to	20181128	20991231	
42618247	4093228	Maps to	20181128	20991231	
42618587	40480160	Maps to	20161201	20991231	
42618885	75920	Maps to	20181128	20991231	
42618992	137077	Maps to	20161201	20991231	
42619005	134137	Maps to	20161201	20991231	
45532984	22871	Maps to	19700101	20991231	
45533594	4188155	Maps to	20141010	20991231	
45534290	438491	Maps to	19700101	20991231	
45536456	4054885	Maps to	20141014	20991231	
45536668	40486503	Maps to	20140701	20991231	
45537945	140673	Maps to	19700101	20991231	
45538577	4290728	Maps to	20161201	20991231	
45539281	4005469	Maps to	19700101	20991231	
45541932	442666	Maps to	20161201	20991231	
45542423	4015162	Maps to	19700101	20991231	
45542450	4216670	Maps to	20181128	20991231	
45543899	4113650	Maps to	20140701	20991231	
45544108	4071059	Maps to	20131121	20991231	
45544112	4185529	Maps to	20140701	20991231	
45544115	73872	Maps to	19700101	20991231	
45547346	4148410	Maps to	20181128	20991231	
45547403	257778	Maps to	20140701	20991231	
45547450	4082061	Maps to	19700101	20991231	
45547897	437541	Maps to	20140701	20991231	
45548009	4119953	Maps to	19700101	20991231	
45548175	194079	Maps to	19700101	20991231	
45548870	437681	Maps to	19700101	20991231	
45552511	4181187	Maps to	20181128	20991231	
45552757	81303	Maps to	20140701	20991231	
45555705	4130852	Maps to	20141014	20991231	
45555873	4296205	Maps to	20141014	20991231	
45556829	4297232	Maps to	20181128	20991231	
45556961	439404	Maps to	20181128	20991231	
45566498	40486685	Maps to	20161201	20991231	
45567878	76482	Maps to	19700101	20991231	
45571354	42536901	Maps to	20181128	20991231	
45571415	198678	Maps to	20141014	20991231	
45572198	4232106	Maps to	20181128	20991231	
45576407	434616	Maps to	19700101	20991231	
45576576	4105620	Maps to	20141014	20991231	
45576855	378161	Maps to	20140701	20991231	
45577524	200450	Maps to	20141014	20991231	
45579795	4057178	Maps to	20140701	20991231	
45582616	4261839	Maps to	19700101	20991231	
45586729	4340386	Maps to	20140701	20991231	
45592123	4059452	Maps to	20141010	20991231	
45596319	440448	Maps to	20131121	20991231	
45596900	4115153	Maps to	20141010	20991231	
45597084	436529	Maps to	20181128	20991231	
45598104	4062388	Maps to	20161201	20991231	
45600385	4152780	Maps to	20140701	20991231	
45605519	4105183	Maps to	20141010	20991231	
45606721	40482936	Maps to	20181128	20991231	
45608765	4094822	Maps to	20140701	20991231	
45755388	4104204	Maps to	20181128	20991231	
45755409	4068155	Maps to	20161201	20991231	
45755523	75346	Maps to	20181128	20991231	
45755776	4096616	Maps to	20141010	20991231	
45755880	4079931	Maps to	20141010	20991231	
45756181	442666	Maps to	20181128	20991231	
45756485	4069060	Maps to	20181128	20991231	
42619241	4287786	Maps to	20240201	20991231	
45590924	36684472	Maps to	20240729	20991231	
45580174	4182877	Maps to	20240729	20991231	
4188039	4188039	Maps to	19700101	20991231	
4194856	4194856	Maps to	19700101	20991231	
4221343	4221343	Maps to	19700101	20991231	
4282614	4282614	Maps to	19700101	20991231	
4296631	4296631	Maps to	19700101	20991231	
42616540	256197	Maps to	20161201	20991231	
45560796	4179750	Maps to	20140701	20991231	
45532975	194607	Maps to	19700101	20991231	
45533596	201061	Maps to	19700101	20991231	
45533705	80809	Maps to	19700101	20991231	
45534467	40484102	Maps to	20181128	20991231	
45536688	44783034	Maps to	20181128	20991231	
45537805	133419	Maps to	19700101	20991231	
45538136	73001	Maps to	20191031	20991231	
45539063	4103650	Maps to	20140701	20991231	
45539297	4003649	Maps to	20181128	20991231	
45542526	435740	Maps to	19700101	20991231	
45542551	134569	Maps to	19700101	20991231	
45548320	4116450	Maps to	20141010	20991231	
45548327	73553	Maps to	20161201	20991231	
45548932	37399590	Maps to	20181128	20991231	
45554393	44783028	Maps to	20161201	20991231	
45558387	4169915	Maps to	20140701	20991231	
45558486	4095793	Maps to	20161201	20991231	
45558486	40484102	Maps to	20181128	20991231	
45559103	44783028	Maps to	20161201	20991231	
45565980	433930	Maps to	20181128	20991231	
45567151	379832	Maps to	20141010	20991231	
45567229	320741	Maps to	20181128	20991231	
45572693	79864	Maps to	20161201	20991231	
45572956	4100815	Maps to	19700101	20991231	
45580601	433930	Maps to	20181128	20991231	
45581372	4217557	Maps to	20140701	20991231	
45581472	4043545	Maps to	20181128	20991231	
45590797	437202	Maps to	19700101	20991231	
45591015	4204062	Maps to	20131121	20991231	
45597156	4113600	Maps to	20131121	20991231	
45755310	4148108	Maps to	20141010	20991231	
45755484	4244662	Maps to	20141010	20991231	
45755546	4083550	Maps to	20181128	20991231	
45755563	76786	Maps to	20181128	20991231	
45755776	438590	Maps to	20141010	20991231	
45756433	4061041	Maps to	20181128	20991231	
45756522	435715	Maps to	20161201	20991231	
42617242	4117881	Maps to	20240729	20991231	
42873051	42873051	Maps to	20120731	20991231	
135491	135491	Maps to	19700101	20991231	
138682	138682	Maps to	19700101	20991231	
434467	434467	Maps to	19700101	20991231	
437763	437763	Maps to	19700101	20991231	
441776	441776	Maps to	19700101	20991231	
4338037	4338037	Maps to	19700101	20991231	
45533584	4194543	Maps to	19700101	20991231	
45534302	198819	Maps to	19700101	20991231	
45538232	434926	Maps to	20140701	20991231	
45544121	440508	Maps to	20140701	20991231	
45546914	433930	Maps to	20181128	20991231	
45547729	441553	Maps to	19700101	20991231	
45549048	380265	Maps to	20140701	20991231	
45552240	4090205	Maps to	20140701	20991231	
45561680	441500	Maps to	19700101	20991231	
45562203	381295	Maps to	20140701	20991231	
45562559	134118	Maps to	20161201	20991231	
45563241	321109	Maps to	19700101	20991231	
45566576	436913	Maps to	20181128	20991231	
45566858	4207307	Maps to	20141010	20991231	
45576425	136368	Maps to	19700101	20991231	
45582398	42536547	Maps to	20181128	20991231	
45585486	436292	Maps to	20181128	20991231	
45585486	437165	Maps to	20161201	20991231	
45586084	440668	Maps to	19700101	20991231	
45586245	4333683	Maps to	20141014	20991231	
45590753	4012570	Maps to	20140701	20991231	
45590872	4100065	Maps to	20181128	20991231	
45591736	44783376	Maps to	20140701	20991231	
45592224	74104	Maps to	20181128	20991231	
45595424	437191	Maps to	20141014	20991231	
45596172	439035	Maps to	20140701	20991231	
45596216	443454	Maps to	19700101	20991231	
45597163	4251774	Maps to	20161201	20991231	
45601087	320741	Maps to	19700101	20991231	
45601753	4209223	Maps to	20141010	20991231	
45602206	438903	Maps to	20140701	20991231	
45605037	436603	Maps to	20141014	20991231	
45605240	433407	Maps to	19700101	20991231	
45605373	436659	Maps to	19700101	20991231	
45606773	81403	Maps to	20140701	20991231	
45609969	4167217	Maps to	20141010	20991231	
45601235	37159532	Maps to	20230927	20991231	
45556110	442562	Maps to	20230927	20991231	
45755611	4108877	Maps to	20141010	20991231	
1529292	4069654	Maps to	20240226	20991231	
45582443	4057978	Maps to	20240226	20991231	
45568059	4006984	Maps to	20240226	20991231	
45590173	437165	Maps to	20240226	20991231	
42616298	440022	Maps to	20181128	20991231	
42616359	78956	Maps to	20161201	20991231	
42616608	80809	Maps to	20181128	20991231	
42617049	44783205	Maps to	20161201	20991231	
42617114	4006965	Maps to	20181128	20991231	
42617135	439103	Maps to	20161201	20991231	
42617224	76191	Maps to	20181128	20991231	
42617306	765582	Maps to	20181128	20991231	
42617469	4344612	Maps to	20161201	20991231	
42617618	4153359	Maps to	20191031	20991231	
42617654	4227449	Maps to	20181128	20991231	
42618802	73574	Maps to	20161201	20991231	
42619415	444206	Maps to	20181128	20991231	
710688	432536	Maps to	20200524	20991231	
42616658	4083682	Maps to	20161201	20991231	
42617236	43531053	Maps to	20181128	20991231	
42617311	195906	Maps to	20181128	20991231	
42617433	443795	Maps to	20181128	20991231	
42617631	4032003	Maps to	20181128	20991231	
42618078	4208264	Maps to	20161201	20991231	
42618104	137275	Maps to	20161201	20991231	
42618156	74728	Maps to	20161201	20991231	
42618288	44782620	Maps to	20181128	20991231	
42618892	72421	Maps to	20161201	20991231	
42618959	138847	Maps to	20181128	20991231	
42618959	4284844	Maps to	20161201	20991231	
42619085	75910	Maps to	20161201	20991231	
45532847	199726	Maps to	19700101	20991231	
45533495	433222	Maps to	19700101	20991231	
45534124	4148260	Maps to	19700101	20991231	
45537584	438655	Maps to	19700101	20991231	
45541240	4022202	Maps to	20141014	20991231	
45543307	4288544	Maps to	20140701	20991231	
45546996	438301	Maps to	20161201	20991231	
45547386	133123	Maps to	19700101	20991231	
45548716	444094	Maps to	20181128	20991231	
45548879	4049044	Maps to	19700101	20991231	
45552248	4003021	Maps to	19700101	20991231	
45558397	43021632	Maps to	20161201	20991231	
45562285	44806791	Maps to	20181128	20991231	
45562500	193252	Maps to	20140701	20991231	
45563249	201110	Maps to	20141010	20991231	
45566445	4154624	Maps to	20181128	20991231	
45567109	380731	Maps to	20161201	20991231	
45567421	74125	Maps to	19700101	20991231	
45571667	136934	Maps to	19700101	20991231	
45571680	72857	Maps to	19700101	20991231	
45572223	36715917	Maps to	20181128	20991231	
45572570	4344379	Maps to	20141010	20991231	
45572974	45763578	Maps to	20181128	20991231	
45577725	4102846	Maps to	19700101	20991231	
45577802	42536911	Maps to	20181128	20991231	
45580100	4322698	Maps to	20140701	20991231	
45581152	37017320	Maps to	20181128	20991231	
45581202	198695	Maps to	19700101	20991231	
45582623	440218	Maps to	19700101	20991231	
45584645	4308552	Maps to	20141014	20991231	
45585214	197444	Maps to	20181128	20991231	
45586104	197518	Maps to	20140701	20991231	
45587448	319921	Maps to	19700101	20991231	
45589289	4318111	Maps to	20140701	20991231	
45590880	197806	Maps to	20181128	20991231	
45591018	196951	Maps to	19700101	20991231	
45592414	140821	Maps to	20161201	20991231	
45600610	439777	Maps to	19700101	20991231	
45601054	380747	Maps to	19700101	20991231	
45605102	4036803	Maps to	20181128	20991231	
45605893	434975	Maps to	19700101	20991231	
45606648	442294	Maps to	19700101	20991231	
45609250	4020296	Maps to	20161201	20991231	
45755843	4015743	Maps to	20141010	20991231	
45756574	432510	Maps to	20181128	20991231	
45756585	4060006	Maps to	20141010	20991231	
9579	9579	Maps to	19700101	20991231	
75488	75488	Maps to	19700101	20991231	
141232	141232	Maps to	19700101	20991231	
320025	320025	Maps to	19700101	20991231	
320739	320739	Maps to	19700101	20991231	
374874	374874	Maps to	19700101	20991231	
380975	380975	Maps to	19700101	20991231	
432512	432512	Maps to	19700101	20991231	
434146	434146	Maps to	19700101	20991231	
437541	437541	Maps to	19700101	20991231	
438454	438454	Maps to	19700101	20991231	
440631	440631	Maps to	19700101	20991231	
444421	444421	Maps to	19700101	20991231	
45533410	378765	Maps to	20140701	20991231	
45533448	319843	Maps to	20141014	20991231	
45533938	378523	Maps to	19700101	20991231	
45535909	4044351	Maps to	20161201	20991231	
45537138	443423	Maps to	20141014	20991231	
45537739	439668	Maps to	19700101	20991231	
45542453	46272634	Maps to	20181128	20991231	
45542698	4314207	Maps to	20131121	20991231	
45543708	4004623	Maps to	19700101	20991231	
45544075	4149398	Maps to	19700101	20991231	
45544147	43530714	Maps to	20161201	20991231	
45548716	4062687	Maps to	20141014	20991231	
45552791	4090739	Maps to	20181128	20991231	
45554162	4044402	Maps to	20140701	20991231	
45557900	138841	Maps to	19700101	20991231	
45558364	4174309	Maps to	20161201	20991231	
45562454	261325	Maps to	19700101	20991231	
45562544	141095	Maps to	20140701	20991231	
45566394	4183687	Maps to	20181128	20991231	
45566421	4087235	Maps to	20140701	20991231	
45567134	4301700	Maps to	20140701	20991231	
45571524	4095748	Maps to	20131121	20991231	
45572445	257628	Maps to	19700101	20991231	
45576123	4194672	Maps to	20181128	20991231	
45577534	197605	Maps to	19700101	20991231	
45581053	43021845	Maps to	20161201	20991231	
45581126	433417	Maps to	19700101	20991231	
45585751	437768	Maps to	20141014	20991231	
45588393	4062388	Maps to	20161201	20991231	
45591551	257315	Maps to	20141014	20991231	
45592119	4054992	Maps to	20140701	20991231	
45594674	433385	Maps to	20140701	20991231	
45595927	4110933	Maps to	19700101	20991231	
45601790	4060034	Maps to	19700101	20991231	
45605353	136937	Maps to	19700101	20991231	
45605711	4191597	Maps to	20131121	20991231	
45605956	194984	Maps to	20140701	20991231	
45755648	4266662	Maps to	20190515	20991231	
45756336	435430	Maps to	20161201	20991231	
42619078	4287786	Maps to	20240201	20991231	
45596190	4296653	Maps to	20161201	20991231	
45596191	4296653	Maps to	20161201	20991231	
42618205	77635	Maps to	20240729	20991231	
45557373	37118667	Maps to	20210204	20991231	
45533051	45770886	Maps to	20161201	20991231	
45534169	4062552	Maps to	20140701	20991231	
45537765	440035	Maps to	20140701	20991231	
45548019	320425	Maps to	19700101	20991231	
45548142	25572	Maps to	19700101	20991231	
45552421	137820	Maps to	19700101	20991231	
45557213	437524	Maps to	19700101	20991231	
45565548	434540	Maps to	20140701	20991231	
45566360	443370	Maps to	20181128	20991231	
45566423	4163851	Maps to	20140701	20991231	
45566754	4030372	Maps to	20131121	20991231	
45568143	433595	Maps to	19700101	20991231	
45571444	436035	Maps to	19700101	20991231	
45572262	137944	Maps to	19700101	20991231	
45572405	76786	Maps to	19700101	20991231	
45576559	436682	Maps to	20141014	20991231	
45577046	137350	Maps to	20140701	20991231	
45582168	78832	Maps to	20140701	20991231	
45582573	4065627	Maps to	19700101	20991231	
45587024	78238	Maps to	20140701	20991231	
45591475	4108356	Maps to	20140701	20991231	
45596192	4108677	Maps to	20141010	20991231	
45599368	4057929	Maps to	20140701	20991231	
45601767	40539858	Maps to	20181128	20991231	
45601992	4309222	Maps to	20141010	20991231	
45756463	435166	Maps to	20161201	20991231	
45756481	4167568	Maps to	20181128	20991231	
45756651	435134	Maps to	20161201	20991231	
45756652	433930	Maps to	20181128	20991231	
45756701	4061041	Maps to	20181128	20991231	
45597081	1244292	Maps to	20240201	20991231	
42616307	4346971	Maps to	20240729	20991231	
45567827	45773214	Maps to	20240201	20991231	
45601020	4195677	Maps to	20131121	20991231	
42616861	46270467	Maps to	20240729	20991231	
45577826	40481384	Maps to	20141010	20991231	
42872387	42872387	Maps to	20120731	20991231	
8753	8753	Maps to	19700101	20991231	
74582	74582	Maps to	19700101	20991231	
136779	136779	Maps to	19700101	20991231	
199764	199764	Maps to	19700101	20991231	
258375	258375	Maps to	19700101	20991231	
373212	373212	Maps to	19700101	20991231	
434310	434310	Maps to	19700101	20991231	
434742	434742	Maps to	19700101	20991231	
438353	438353	Maps to	19700101	20991231	
441497	441497	Maps to	19700101	20991231	
441961	441961	Maps to	19700101	20991231	
443735	443735	Maps to	19700101	20991231	
4115131	4115131	Maps to	19700101	20991231	
4120778	4120778	Maps to	19700101	20991231	
4141757	4141757	Maps to	19700101	20991231	
4152971	4152971	Maps to	19700101	20991231	
4153292	4153292	Maps to	19700101	20991231	
35624743	35624743	Maps to	20180731	20991231	
42617856	138841	Maps to	20220809	20991231	
45755722	4053835	Maps to	20220809	20991231	
45556863	1340204	Maps to	20220809	20991231	
45558344	4034158	Maps to	20230927	20991231	
1529241	4134182	Maps to	20240226	20991231	
1529316	200588	Maps to	20240226	20991231	
45606480	36712845	Maps to	20240226	20991231	
45563279	605030	Maps to	20240226	20991231	
45581042	1340204	Maps to	20240226	20991231	
42617124	4117404	Maps to	20161201	20991231	
42617251	78232	Maps to	20161201	20991231	
42617540	80497	Maps to	20181128	20991231	
42617618	80497	Maps to	20181128	20991231	
42617762	80497	Maps to	20181128	20991231	
42617762	4068619	Maps to	20161201	20991231	
42618172	4152852	Maps to	20161201	20991231	
42618403	4239487	Maps to	20181128	20991231	
42618461	432719	Maps to	20161201	20991231	
42618466	432719	Maps to	20161201	20991231	
42618581	40480160	Maps to	20161201	20991231	
42618802	77630	Maps to	20181128	20991231	
42619297	77955	Maps to	20181128	20991231	
